text,intents,slots
What's wrong with my payment to arletta yarborough from Apr the 28th?,"['transfer_payment_deposit', 'wrong_notworking_notshowing', 'why']","{'date': {'value': 'Apr the 28th', 'span': [56, 68], 'norm_value': {'day': 28, 'month': 4, 'year': 2022}}, 'person_name': {'value': 'arletta yarborough', 'span': [32, 50], 'norm_value': 'arletta yarborough'}}"
"We arrive on the 11th with our two boys, staying for 3 nights and leaving on the 14th.",,"{'date_period': {'value': '3 nights', 'span': [53, 61], 'norm_values': {'type': 'relative', 'days': 3}}, 'date_from': {'value': '11th', 'span': [17, 21], 'norm_value': {'day': 11, 'month': 4, 'year': 2022}}, 'date_to': {'value': '14th', 'span': [81, 85], 'norm_value': {'day': 14, 'month': 4, 'year': 2022}}, 'kids': {'value': 'two boys', 'span': [31, 39], 'norm_value': 2}}"
"my wife still hasn't received anything, we've been waiting for 4 days now","['wrong_notworking_notshowing', 'arrival']","{'date_period': {'value': '4 days', 'span': [63, 69], 'norm_values': {'type': 'relative', 'days': 4}}}"
I want to add a new payee to the list,"['make_open_apply_setup_get_activate', 'new']",
How do I check the balance in my card?,"['balance', 'request_info', 'card']",
nope nope nope,['deny'],
What about last Saturday at 10 05 night?,['request_info'],"{'time': {'value': '10 05 night', 'span': [28, 39], 'norm_value': {'hour': 22, 'minute': 5}}, 'date': {'value': 'last Saturday', 'span': [11, 24], 'norm_value': {'day': 12, 'month': 3, 'year': 2022}}}"
Tuesday,,"{'date': {'value': 'Tuesday', 'span': [0, 7], 'norm_value': {'day': 22, 'month': 3, 'year': 2022}}}"
I keep trying to pay with this card but every time I get a message that it didn't go through,"['wrong_notworking_notshowing', 'transfer_payment_deposit', 'card']",
Feel free to drop that meeting slot.,"['cancel_close_leave_freeze', 'appointment']",
"Yes, from 25 past 23 on",['affirm'],"{'time_from': {'value': '25 past 23', 'span': [10, 20], 'norm_value': {'hour': 23, 'minute': 25}}}"
I don't remember the exact date.,['dont_know'],
What's going on? We've been at the reception desk for 20 minutes already!,['request_info'],"{'time_period': {'value': '20 minutes', 'span': [54, 64], 'norm_values': {'type': 'relative', 'days': 20.0}}}"
from tomorrow,,"{'date_to': {'value': 'tomorrow', 'span': [5, 13], 'norm_value': {'day': 16, 'month': 3, 'year': 2022}}}"
do you offer any spending analytics for pubs and similar stuff?,"['request_info', 'transfer_payment_deposit']","{'shopping_category': {'value': 'pubs', 'span': [40, 44], 'norm_value': 'pubs'}}"
hello can i modify something?,"['change', 'greet']",
Can you tell me about my most recent transactions?,"['request_info', 'transfer_payment_deposit']",
I would like to book 2 rooms for 2 adults and 2 children for 3 nights from 7 April,"['booking', 'make_open_apply_setup_get_activate']","{'date': {'value': 'April', 'span': [77, 82], 'norm_value': {'day': 1, 'month': 4, 'year': 2022}}, 'date_period': {'value': '3 nights', 'span': [61, 69], 'norm_values': {'type': 'relative', 'days': 3}}, 'number': {'value': '7', 'span': [75, 76], 'norm_value': 7}, 'kids': {'value': '2', 'span': [46, 47], 'norm_value': 2}, 'adults': {'value': '2', 'span': [33, 34], 'norm_value': 2}, 'rooms': {'value': '2', 'span': [21, 22], 'norm_value': 2}}"
I was paying by cash,['transfer_payment_deposit'],
"I want to book a room on behalf of shaida sharon, from Jan the 12th.","['make_open_apply_setup_get_activate', 'booking']","{'date_from': {'value': 'Jan the 12th', 'span': [55, 67], 'norm_value': {'day': 12, 'month': 1, 'year': 2023}}, 'person_name': {'value': 'shaida sharon', 'span': [35, 48], 'norm_value': 'shaida sharon'}}"
40,,"{'number': {'value': '40', 'span': [0, 2], 'norm_value': 40}}"
at 2 00 afternoon to jalynn,,"{'time': {'value': '2 00 afternoon', 'span': [3, 17], 'norm_value': {'hour': 14, 'minute': 0}}, 'person_name': {'value': 'jalynn', 'span': [21, 27], 'norm_value': 'jalynn'}}"
wifi is broken,"['wifi', 'wrong_notworking_notshowing']",
i need to get a refund,['refund'],
"for the standing order with Sztur Elektron, i need to change it from the 7th to the 14th","['standing_order', 'change']","{'date_from': {'value': '7th', 'span': [73, 76], 'norm_value': {'day': 7, 'month': 4, 'year': 2022}}, 'date_to': {'value': '14th', 'span': [84, 88], 'norm_value': {'day': 14, 'month': 4, 'year': 2022}}, 'company_name': {'value': 'Sztur Elektron', 'span': [28, 42], 'norm_value': 'Sztur Elektron'}}"
could I open an account for my company on next Saturday,"['make_open_apply_setup_get_activate', 'request_info', 'account', 'business']","{'date': {'value': 'next Saturday', 'span': [42, 55], 'norm_value': {'day': 26, 'month': 3, 'year': 2022}}}"
body treatments,['spa'],
It should be done later today.,,"{'date': {'value': 'today', 'span': [24, 29], 'norm_value': {'day': 15, 'month': 3, 'year': 2022}}}"
how much have I spent on food shopping during the last 5 weeks,"['how_much', 'transfer_payment_deposit']","{'date_period': {'value': 'last 5 weeks', 'span': [50, 62], 'norm_values': {'type': 'absolute', 'from': {'day': 7, 'month': 2, 'year': 2022}, 'to': {'day': 14, 'month': 3, 'year': 2022}}}, 'shopping_category': {'value': 'food shopping', 'span': [25, 38], 'norm_value': 'food shopping'}}"
please,,
"That transaction is not present, no matter what I try.","['wrong_notworking_notshowing', 'transfer_payment_deposit']",
"Yes, I lost it","['affirm', 'lost_stolen']",
I didn't pay by card,"['deny', 'card', 'transfer_payment_deposit']",
where is my 13.89€ supposedly refunded 6 days ago??,"['wrong_notworking_notshowing', 'refund']","{'date': {'value': '6 days ago', 'span': [39, 49], 'norm_value': {'day': 9, 'month': 3, 'year': 2022}}, 'amount_of_money': {'value': '13.89€', 'span': [12, 18], 'norm_value': {'amount': 13.89, 'currency': 'EUR'}}}"
the transfer to my current account was reverted,"['wrong_notworking_notshowing', 'current', 'transfer_payment_deposit', 'account']",
see you soon,['end_call'],
I tried to send the money and it wasn't sent! I'm waiting already 6 days,"['wrong_notworking_notshowing', 'transfer_payment_deposit']","{'number': {'value': '6', 'span': [66, 67], 'norm_value': 6}}"
my card sometimes didn't let me pay contactless on Friday,"['card', 'transfer_payment_deposit', 'contactless', 'wrong_notworking_notshowing']","{'date': {'value': 'Friday', 'span': [51, 57], 'norm_value': {'day': 18, 'month': 3, 'year': 2022}}}"
I don't know if it's contactless,"['dont_know', 'contactless']",
I wanted to activate my debit one,"['debit', 'make_open_apply_setup_get_activate']",
I want to leave,['cancel_close_leave_freeze'],
Can I book from the 24th to the 25th for two people?,"['booking', 'make_open_apply_setup_get_activate']","{'date_from': {'value': '24th', 'span': [20, 24], 'norm_value': {'day': 24, 'month': 3, 'year': 2022}}, 'date_to': {'value': '25th', 'span': [32, 36], 'norm_value': {'day': 25, 'month': 3, 'year': 2022}}, 'people': {'value': 'two', 'span': [41, 44], 'norm_value': 2}}"
My payment didn't go through,"['wrong_notworking_notshowing', 'transfer_payment_deposit']",
ac is totally broken,"['room_ammenities', 'wrong_notworking_notshowing']",
cancel the standing order i set up this morning,"['cancel_close_leave_freeze', 'standing_order']","{'time_period': {'value': 'morning', 'span': [40, 47], 'norm_values': {'type': 'absolute', 'from': {'hour': 0, 'minute': 0}, 'to': {'hour': 12, 'minute': 0}}}}"
"it's the same amount, that's right.",['affirm'],
"i'm not living there anymore, change it",['change'],
i want to checkout at 0 45 p.m.,['check_out'],"{'time': {'value': '0 45 p.m.', 'span': [22, 31], 'norm_value': {'hour': 12, 'minute': 45}}}"
"Checking in on the 18th, for 8 nights",,"{'date_period': {'value': '8 nights', 'span': [29, 37], 'norm_values': {'type': 'relative', 'days': 8}}, 'date_from': {'value': '18th', 'span': [19, 23], 'norm_value': {'day': 18, 'month': 3, 'year': 2022}}}"
How much is it exactly again?,['how_much'],
two grown-ups and a baby,,"{'kids': {'value': 'a baby', 'span': [18, 24], 'norm_value': 1}, 'adults': {'value': 'two', 'span': [0, 3], 'norm_value': 2}}"
Good morning,['greet'],
why is my cheque payment still pending?,"['cheque', 'wrong_notworking_notshowing', 'transfer_payment_deposit', 'why']",
Sunday,,"{'date': {'value': 'Sunday', 'span': [0, 6], 'norm_value': {'day': 20, 'month': 3, 'year': 2022}}}"
i am trying to check the transactions of my current account but they are not showing,"['wrong_notworking_notshowing', 'request_info', 'current', 'transfer_payment_deposit', 'account']",
thats everything I needed,['end_call'],
How do I make the payment of 96.41 pounds to my sister?,"['transfer_payment_deposit', 'how', 'make_open_apply_setup_get_activate']","{'amount_of_money': {'value': '96.41 pounds', 'span': [29, 41], 'norm_value': {'amount': 96.41, 'currency': 'GBP'}}}"
What are the requirements to take a loan in your bank?,"['loan', 'request_info', 'make_open_apply_setup_get_activate']",
what time is my appointment tomorrow?,"['when', 'appointment']","{'date': {'value': 'tomorrow', 'span': [28, 36], 'norm_value': {'day': 16, 'month': 3, 'year': 2022}}}"
It's an existing one,['existing'],
"up to October the 3rd 2004, thanks",['thank'],"{'date_to': {'value': 'October the 3rd 2004', 'span': [6, 26], 'norm_value': {'day': 3, 'month': 10, 'year': 2004}}}"
"Somebody stole my card around Leicester this morning quarter to 6 morning around, how can I block it?","['lost_stolen', 'cancel_close_leave_freeze', 'card', 'international', 'how']","{'time': {'value': 'quarter to 6 morning', 'span': [53, 73], 'norm_value': {'hour': 5, 'minute': 45}}, 'date': {'value': 'this morning', 'span': [40, 52], 'norm_value': {'day': 15, 'month': 3, 'year': 2022}}}"
4 single rooms from the 23rd until the 29 May,,"{'date_from': {'value': '23rd', 'span': [24, 28], 'norm_value': {'day': 23, 'month': 3, 'year': 2022}}, 'date_to': {'value': '29 May', 'span': [39, 45], 'norm_value': {'day': 29, 'month': 5, 'year': 2022}}, 'rooms': {'value': '4', 'span': [0, 1], 'norm_value': 4}}"
How about last Saturday at 10 05 night?,['request_info'],"{'time': {'value': '10 05 night', 'span': [27, 38], 'norm_value': {'hour': 22, 'minute': 5}}, 'date': {'value': 'last Saturday', 'span': [10, 23], 'norm_value': {'day': 12, 'month': 3, 'year': 2022}}}"
how much did i pay for telegraph subscription the week of the 1st,"['how_much', 'transfer_payment_deposit']","{'date_period': {'value': 'the week of the 1st', 'span': [46, 65], 'norm_values': {'type': 'absolute', 'from': {'day': 4, 'month': 4, 'year': 2022}, 'to': {'day': 10, 'month': 4, 'year': 2022}}}, 'company_name': {'value': 'telegraph subscription', 'span': [23, 45], 'norm_value': 'telegraph subscription'}}"
"As far as I can tell, it was reverted",['wrong_notworking_notshowing'],
when can I do this,['when'],
for 11 hours,,"{'time_period': {'value': '11 hours', 'span': [4, 12], 'norm_values': {'type': 'relative', 'days': 660.0}}}"
Cancel the restaurant reservation for 18 45 in the evening under sammijo oaks,"['cancel_close_leave_freeze', 'restaurant', 'booking']","{'time': {'value': '18 45 in the evening', 'span': [38, 58], 'norm_value': {'hour': 18, 'minute': 45}}, 'person_name': {'value': 'sammijo oaks', 'span': [65, 77], 'norm_value': 'sammijo oaks'}}"
how about Sep 27,['request_info'],"{'date': {'value': 'Sep 27', 'span': [10, 16], 'norm_value': {'day': 27, 'month': 9, 'year': 2022}}}"
Is there any fee associated with my card?,"['card', 'fees_interests', 'request_info']",
what are the benefits of your current accounts,"['request_info', 'current', 'account']",
The price is higher than what we agreed 3 days ago. Is it because of parking or what?,"['more_higher_after', 'request_info', 'parking']","{'date': {'value': '3 days ago', 'span': [40, 50], 'norm_value': {'day': 12, 'month': 3, 'year': 2022}}}"
"no, thats not the correct time","['wrong_notworking_notshowing', 'deny']",
Just stop and let me talk to a real person,['handoff'],
just checking my balance,['balance'],
I didn't get the recent statements on my visa.,"['card', 'wrong_notworking_notshowing']",
How much more did I spend at Waitrose on January 10th,"['how_much', 'more_higher_after', 'transfer_payment_deposit']","{'date': {'value': 'January 10th', 'span': [41, 53], 'norm_value': {'day': 10, 'month': 1, 'year': 2023}}, 'company_name': {'value': 'Waitrose', 'span': [29, 37], 'norm_value': 'Waitrose'}}"
What is the interest rate for my savings account?,"['account', 'fees_interests', 'savings', 'how_much']",
"no, we don't have kids or pets.","['deny', 'pets']",
both balances please,['balance'],
can you tell me which kind of cards do you offer?,"['request_info', 'card']",
I've tried to make this payment three times and it keeps telling me that it was reverted,"['wrong_notworking_notshowing', 'transfer_payment_deposit']",
I would like to know how much I've spent on groceries this month.,"['how_much', 'transfer_payment_deposit']","{'date_period': {'value': 'this month', 'span': [54, 64], 'norm_values': {'type': 'absolute', 'from': {'day': 1, 'month': 3, 'year': 2022}, 'to': {'day': 31, 'month': 3, 'year': 2022}}}, 'shopping_category': {'value': 'groceries', 'span': [44, 53], 'norm_value': 'groceries'}}"
can i withdraw some money directly from my savings account?,"['withdrawal', 'request_info', 'savings', 'account']",
can I get an acupuncture session for the 17 Sep at 11 00 in the morning,"['booking', 'make_open_apply_setup_get_activate', 'spa']","{'time': {'value': '11 00 in the morning', 'span': [51, 71], 'norm_value': {'hour': 11, 'minute': 0}}, 'date': {'value': '17 Sep', 'span': [41, 47], 'norm_value': {'day': 17, 'month': 9, 'year': 2022}}}"
"Again please, I didn't get it.",['repeat'],
"family suite needed to fit 2 adults, 1 child. We would be looking for breakfast included and would be staying 2 nights checking in tomorrow if possible","['make_open_apply_setup_get_activate', 'booking']","{'date_period': {'value': '2 nights', 'span': [110, 118], 'norm_values': {'type': 'relative', 'days': 2}}, 'date_from': {'value': 'tomorrow', 'span': [131, 139], 'norm_value': {'day': 16, 'month': 3, 'year': 2022}}, 'kids': {'value': '1', 'span': [37, 38], 'norm_value': 1}, 'adults': {'value': '2', 'span': [27, 28], 'norm_value': 2}}"
I want to change my limit to 400 dollars,"['limits', 'change']","{'amount_of_money': {'value': '400 dollars', 'span': [29, 40], 'norm_value': {'amount': 400.0, 'currency': 'USD'}}}"
3 Jul until the Friday after,,"{'date_from': {'value': '3 Jul', 'span': [0, 5], 'norm_value': {'day': 3, 'month': 7, 'year': 2022}}, 'date_to': {'value': 'the Friday after', 'span': [12, 28], 'norm_value': {'day': 8, 'month': 7, 'year': 2022}}}"
my cheque was declined in a bank,"['cheque', 'wrong_notworking_notshowing']",
"25 to 11 morning then, bye",['end_call'],"{'time': {'value': '25 to 11 morning', 'span': [0, 16], 'norm_value': {'hour': 10, 'minute': 35}}}"
